product_code;country;mde_value;operator
4049023;LT;52266;2204
1051191;FR;52218;163
1022999;FR;52174;9638
1022959;FR;52145;2681
3044430;DK;52196;8382
4061080;DE;52135;6084
1022999;FR;52034;4145
7019090;FR;52068;7459
7123900;HR;52058;565
1022959;FR;52119;999
2022050;PL;52034;4507
7141000;NL;52020;10053
2031955;FR;52039;8906
7051100;ES;52133;654
1022999;FR;51956;1123
4069082;FR;52093;6567
2011000;ES;52097;2034
3074329;FR;51991;2781
8029910;NL;52050;6987
4069032;GR;52087;6868
2031110;FR;51968;7093
3075100;ES;51884;1304
8029200;DE;51968;859
4069089;BE;51936;10603
3075100;FR;52040;4307
7094000;ES;51899;7513
3074210;FR;51970;236
7099310;ES;51813;9108
8121000;ES;51884;4339
3025110;NL;51933;8275
3034290;ES;51808;8134
2011000;NL;51858;4368
4032019;DE;51748;2463
7108010;ES;51777;5716
6042040;NL;51817;2882
3074335;ES;51729;197
1039110;NL;51667;1012
3074338;ES;51688;8917
2031110;DE;51811;6142
1022959;FR;51677;10020
2012090;FR;51567;7482
2013000;IE;51585;67
3074392;ES;51705;4028
2011000;NL;51682;10237
3048100;DK;51499;2066
2013000;NL;51567;432
4069023;DE;51626;8520
3047190;ES;51476;1404
2011000;ES;51601;2017
7019090;FR;51571;2785
3054100;FR;51598;5310
6011090;NL;51599;9400
7133100;PL;51596;2206
1022959;FR;51480;6771
1039110;DK;51442;6245
7032000;ES;51397;7217
7095100;HR;51498;6840
2032955;PL;51444;10647
7133100;PL;51534;492
8023100;FR;51477;382
1022951;ES;51499;10312
3074338;ES;51340;9558
7070005;ES;51482;813
7019050;ES;51446;4279
2031955;DE;51348;9936
2042230;FR;51343;5017
2042230;FR;51324;5305
2023090;NL;51379;405
2031110;AT;51393;7910
8055010;ES;51286;10603
9109190;DE;51356;10012
2012050;ES;51347;225
2031110;DE;51210;6096
2050020;ES;51160;9520
7020000;FR;51259;582
5040000;PL;51210;4847
7019090;ES;51118;6720
7096010;ES;51093;8854
2031955;ES;51141;2851
1022999;FR;51157;6563
1022999;FR;51084;1115
5040000;RO;51028;2840
1022999;FR;51071;8125
3074220;FR;51122;5601
1039110;DK;51088;1453
3055985;ES;51138;8382
5111000;FR;51003;2240
2041000;FR;51126;259
5069000;AT;51024;362
3061500;IE;51025;9456
3028410;GR;50992;6518
8105000;GR;51074;4595
3061500;ES;50961;5027
8023200;ES;51025;923
3075200;ES;51097;8486
1022949;FR;51050;7422
2012030;DE;50914;10714
7095200;FR;50977;778
3043900;ES;50896;9683
5040000;SK;51004;2921
3061792;FR;51044;8382
4051011;FR;50976;10345
7108095;BE;50983;746
3011900;ES;50788;9281
1022959;FR;50832;8042
1022190;FR;50850;4815
1022999;FR;50789;1169
2031955;DE;50745;5952
4049023;DK;50737;10324
2031110;DE;50680;1618
1022999;FR;50721;3965
2032955;DE;50816;2665
7095200;RO;50683;7792
1022949;FR;50809;4758
6029099;NL;50630;8816
1039110;NL;50716;4617
2012030;DE;50718;8448
6029091;NL;50732;7186
2012050;ES;50707;1266
4061050;FR;50699;9049
2031110;FR;50694;4509
3028410;GR;50652;1283
2013000;IE;50655;586
8042090;GR;50581;7404
2031955;HU;50624;1211
1012910;RO;50690;10468
3074335;ES;50589;8739
2012030;BE;50529;10714
3021400;SE;50529;10054
3048700;ES;50552;1342
4012011;CZ;50518;818
1022999;FR;50499;3399
1039110;NL;50574;7356
2031110;FR;50528;4861
2012050;FR;50610;2078
2032955;DE;50551;7283
2032959;ES;50497;4293
2032955;PL;50577;3766
2032911;ES;50581;2665
2031110;DE;50431;2767
8083090;NL;50377;4436
1039110;DK;50462;2795
1022999;FR;50517;8154
1022991;HU;50401;405
3028530;GR;50464;8893
7092000;ES;50417;582
1022959;FR;50335;6827
2012090;ES;50441;10261
7096010;ES;50448;7459
1022999;FR;50406;8589
3035700;ES;50413;10865
2011000;ES;50285;10777
1039110;DK;50397;6419
6029050;ES;50288;1661
1039110;DK;50306;2806
2031913;ES;50331;6790
3074210;FR;50355;7763
8109075;GR;50289;815
2013000;AT;50336;1127
2013000;IE;50252;946
2013000;XI;50156;3722
7096010;ES;50122;6517
1039110;NL;50242;2139
8134030;ES;50187;5486
8025200;ES;50170;1682
9022000;ES;50240;4598
4032013;DE;50129;134
4090000;ES;50113;3530
2101119;ES;50104;9798
3074329;FR;50090;7690
5119985;DE;50144;6422
3024700;GR;50164;9246
7019090;FR;50080;1444
3024700;ES;50089;7942
3028950;FR;50017;8275
1022999;FR;49999;5437
1022999;FR;50016;5782
3022400;ES;49945;10677
3048310;NL;50074;10593
2012050;ES;50088;112
1022999;FR;50002;8524
2031110;DE;50033;8828
2031110;FR;50014;9603
1022951;HR;50085;8631
1012990;DE;50100;2338
1022190;DE;49925;6444
1022999;FR;50041;6603
1022999;FR;50050;2675
2031955;ES;49900;855
7032000;ES;49909;6717
7011000;FR;49865;425
3022400;ES;50007;5601
1022999;FR;49937;9562
8071100;NL;49892;582
3061791;ES;49941;9861
8134030;NL;49956;1771
2101219;HR;49917;6018
3061110;ES;49955;9108
2022050;PL;49923;3761
2013000;PL;49911;8478
3047990;ES;49858;706
7109000;ES;49928;8306
7095900;RO;49922;5354
6029050;DE;49794;5043
3054100;ES;49921;1105
8021290;ES;49942;589
5040000;BE;49795;922
7020000;ES;49777;2305
7051900;ES;49929;6412
3074240;ES;49770;1304
3054100;DK;49821;7084
1022999;FR;49725;5258
1022999;FR;49751;10211
2013000;IE;49737;2185
7020000;ES;49762;2572
2031110;DE;49730;5857
7051900;ES;49817;6884
8083090;ES;49783;8767
3074333;ES;49804;3225
1022991;ES;49708;7868
3075100;NL;49744;10110
3048990;NL;49787;9101
7020000;ES;49706;6924
4041002;DE;49622;2729
2013000;PL;49642;6889
2031955;DE;49574;2526
2012030;BE;49619;6218
8107000;ES;49625;7853
7131010;BE;49521;1241
2031955;DE;49530;6831
2011000;NL;49580;4182
1039110;DK;49528;151
3074220;FR;49494;3832
7115900;BG;49482;541
3073110;ES;49460;2736
3028990;ES;49497;5886
2012030;AT;49513;9837
4012011;AT;49382;2185
3048700;DK;49385;1647
1022999;FR;49362;9252
7108061;PL;49365;6604
3028410;GR;49443;3549
4012099;DE;49453;1261
1041080;RO;49251;4100
3028115;FR;49323;1604
7096010;ES;49273;382
2012090;LT;49352;10771
3073110;ES;49227;3632
3061792;FR;49400;9456
2031915;BE;49328;311
4069089;DE;49267;596
3049630;ES;49254;8916
7133390;PL;49246;7249
1022999;FR;49212;8321
7020000;FR;49222;2216
1022959;FR;49170;1061
2064900;ES;49279;2957
2072610;DE;49179;3904
2012020;AT;49082;8141
3024700;ES;49149;1604
2012050;FR;49111;1253
3079900;ES;49130;7763
1041080;RO;49150;8970
1022999;FR;49011;5119
3073110;ES;49130;4017
2013000;NL;49026;6483
7108095;AT;48950;155
3071900;ES;49067;1705
2071190;GR;49131;9385
2031955;ES;49042;6018
4012019;AT;49077;7667
2031955;ES;49037;10802
8052200;ES;49000;1423
3021900;GR;48906;9448
2031219;ES;49073;3155
1022949;FR;48985;476
4041002;ES;48886;431
8021290;ES;48910;6980
2032959;ES;48832;206
1022951;HR;48813;10062
3028410;GR;48930;8733
3074220;NL;48781;8275
8134030;NL;48939;3464
3074220;FR;48870;9682
1022959;FR;48819;8248
8013200;NL;48827;2137
3048400;ES;48902;5886
3044410;DK;48898;6974
3074220;FR;48824;10677
4069089;DE;48693;2514
7019090;NL;48749;1011
8044000;ES;48818;153
9012100;NL;48777;798
2091011;HU;48613;1991
4015039;FR;48699;334
8023100;FR;48650;7853
2042230;FR;48726;5223
4069013;DE;48607;6284
1022999;FR;48745;3577
1022949;FR;48692;7270
8023100;FR;48571;8475
6029048;DE;48702;3052
1022991;SI;48600;5343
7102100;ES;48544;2048
3047415;ES;48689;1367
7108095;BE;48593;234
3053211;PT;48595;7653
7020000;FR;48528;1254
4061080;AT;48538;2463
1022959;FR;48619;4766
4069089;BE;48670;5399
8071900;NL;48661;1865
9011100;SI;48589;53
2032990;SI;48652;6284
2032955;DE;48622;281
2031955;BE;48553;7549
2032211;PL;48567;9894
3074210;FR;48565;18
8134030;ES;48504;21
1022999;FR;48423;5172
3071900;ES;48542;2165
2012050;PL;48469;9430
2031955;DE;48409;4412
8055010;ES;48394;10023
1022929;DE;48498;143
3074210;NL;48471;4746
2101219;FR;48366;4091
1022999;FR;48349;1252
2062999;IE;48464;7080
1022999;FR;48368;4902
2071491;DE;48337;6347
7095600;ES;48307;6336
2022010;PL;48346;560
4012099;AT;48308;145
1059400;FR;48335;6064
2012030;PL;48436;9560
3022400;ES;48383;1283
8031010;NL;48319;8878
1022959;FR;48366;6928
1022910;FR;48300;5960
2072710;PL;48333;7049
8105000;GR;48333;6724
4012099;CZ;48363;3819
1061900;HU;48310;4883
8052200;ES;48292;5893
1022959;FR;48160;4675
1022999;FR;48171;322
3054100;PL;48202;4932
7108095;ES;48189;9750
3075200;ES;48308;2165
2013000;NL;48318;753
1022941;FR;48271;687
2042100;FR;48194;3737
2031955;DK;48239;5044
2012090;ES;48151;4970
2011000;NL;48237;7234
1039110;NL;48188;4324
4069086;DE;48099;2859
2012020;PL;48017;1700
2012090;DK;48157;677
2012090;NL;48202;2078
2012090;DE;48129;8901
2012050;DK;48111;9430
7123900;HR;48005;2062
3061210;ES;47973;3683
8107000;ES;48112;2199
1022999;FR;47991;4190
3028530;GR;47999;2267
4041002;IE;48034;770
1022959;FR;48013;2569
1022951;HR;48087;8705
3029900;FR;47948;1304
2041000;FR;47889;236
3061500;FR;48045;3683
7095600;BG;47981;10177
4015011;DE;48024;4941
2032959;ES;47892;7581
2071360;DE;48012;1049
6042090;NL;47840;5445
2011000;ES;47843;5488
2012090;ES;47809;3842
7095100;HR;47948;3856
3061500;FR;47732;627
3047411;ES;47803;6701
1022959;FR;47725;1381
3063100;FR;47821;9637
2011000;FR;47836;928
2013000;NL;47751;5431
1022951;SI;47754;5080
4051050;DE;47673;4091
2013000;XI;47684;4258
4061030;HU;47822;1955
4069076;BE;47703;10603
6029050;DE;47640;5424
3023310;PT;47627;146
8042090;GR;47730;475
5051090;BG;47679;4161
4049021;PL;47728;7510
2031211;ES;47781;675
1022999;FR;47612;1274
1022959;FR;47733;3772
8083090;NL;47662;582
3023210;ES;47723;5898
2032959;ES;47650;4482
4061030;HU;47710;10865
3021400;NL;47669;3225
3048100;DK;47660;5456
2011000;ES;47631;2046
8109020;NL;47662;4255
8045000;ES;47616;9960
3072110;FR;47659;677
7129090;ES;47507;1602
1022999;FR;47632;8136
2031955;BE;47647;2151
2031955;ES;47569;6402
6029047;DE;47480;6969
4069001;NL;47483;1315
2012050;DE;47636;10701
2031915;HU;47575;4091
3074220;NL;47491;7410
3074391;ES;47492;4556
7108095;ES;47499;2149
3072110;FR;47395;8275
1039110;DK;47469;8442
2012050;PL;47432;10315
2012090;AT;47358;8742
7019090;FR;47342;4575
7129030;PT;47443;5681
7096010;ES;47489;4255
2011000;ES;47391;3895
3074399;ES;47398;524
1031000;DK;47315;7714
2011000;ES;47427;7455
2013000;DK;47355;8642
2012090;ES;47386;7511
2032955;DK;47337;10647
4012099;DE;47347;6558
2032911;ES;47247;5539
1022999;FR;47331;10406
4029910;DE;47316;2729
2032955;ES;47300;2957
6029047;NL;47310;4598
3043900;ES;47165;10239
4029910;LT;47244;10865
1022999;FR;47223;9403
3074230;ES;47170;10239
3075200;ES;47066;9246
8055010;ES;47138;111
2013000;NL;47129;3409
2013000;XI;47079;1036
2031955;AT;47160;1892
1022999;FR;47115;6215
2031913;FR;46950;7093
8044000;ES;47038;7009
8101000;NL;46993;4800
3075100;ES;47064;9108
8021290;ES;47045;3621
1022999;FR;46927;5041
2012050;PL;46920;2887
2031211;DE;47055;1129
4012011;AT;46947;6974
3044100;NL;46913;9273
4051019;DE;46971;6553
7095600;HR;46954;9648
3022980;ES;46962;1790
3048990;NL;46797;7495
2042100;ES;46813;3102
2012030;DE;46796;5431
1039110;DK;46831;648
8055010;ES;46734;6461
4069086;AT;46882;1386
2011000;NL;46842;7248
2011000;DE;46812;8964
3044100;DK;46688;2165
2011000;DE;46754;4686
3023210;ES;46738;7371
2031955;ES;46845;3971
2011000;FR;46767;8863
2050020;PL;46669;9396
3048100;LT;46632;9282
7051100;ES;46625;8227
9051000;DE;46796;10012
5080090;PL;46731;10865
3074338;ES;46691;8002
2031955;AT;46643;2457
8021290;ES;46601;10398
2031955;DE;46720;8287
7103000;BE;46686;2149
7108069;PT;46671;7105
3061799;ES;46583;3471
3053211;DK;46698;7653
1012910;RO;46579;7090
3043900;ES;46541;5651
9011100;DE;46675;8962
6021090;NL;46676;9411
1064900;ES;46587;7872
7133390;ES;46497;5711
3061500;FR;46500;9380
2013000;PL;46609;10865
3069590;IE;46411;2525
8102010;FR;46452;6033
3061500;FR;46379;6570
3074335;ES;46513;551
2062991;SE;46540;5337
2013000;ES;46423;7035
2050020;LT;46456;7090
1039219;DK;46493;1881
3047415;ES;46430;4734
2031110;AT;46465;9529
2013000;IE;46347;231
1022999;FR;46511;2547
2031915;DE;46379;3155
7051900;ES;46389;5659
2031110;DE;46500;7351
2012090;DE;46381;9724
6029099;NL;46465;3712
7051100;ES;46304;6557
4061050;FR;46438;10154
6029099;NL;46325;8512
1022130;AT;46295;7897
4069086;ES;46374;6820
2012050;SI;46375;2826
7051100;ES;46198;4355
3043900;ES;46278;9003
3054100;EE;46312;3627
2012050;ES;46293;5886
2013000;NL;46266;3879
3048700;ES;46282;4367
4069099;ES;46146;582
2012090;NL;46328;87
2012050;DE;46169;6218
7031090;NL;46133;9691
2011000;DE;46140;8694
7108010;ES;46280;5273
1022949;FR;46196;6774
3061792;ES;46195;4091
2012050;NL;46120;1732
2011000;AT;46227;5080
2031955;ES;46076;4103
3074399;ES;46094;6208
3074399;ES;46165;8883
3038965;ES;46097;757
1022959;FR;46134;8379
4069013;DE;46010;6102
1039219;NL;46002;92
2012050;DK;46008;8277
7011000;NL;45971;3128
8083090;NL;45961;7145
8083090;BE;46109;8807
2071410;PL;46062;10859
2012050;NL;45944;6355
2011000;NL;46007;9557
1022910;FR;45999;6938
3021400;SE;46013;9273
3024700;ES;45998;10033
4061080;DE;45971;1235
3033300;NL;45934;4028
8102010;ES;46065;8382
7108095;ES;46070;5601
4069013;DE;45886;609
2013000;IE;45886;102
2031913;ES;46014;194
3054100;DK;45841;6412
6031100;NL;45826;9896
3043900;ES;45913;9615
1022991;FR;45911;8713
2089030;BE;45797;10012
7051900;FR;45958;7565
2031110;PL;45842;7235
8103030;AT;45941;969
3061290;FR;45952;10593
2031290;NL;45741;3766
1022959;FR;45761;4834
1022910;DE;45898;143
2031110;AT;45746;888
3077100;ES;45790;294
2032955;FR;45731;7938
7052100;FR;45866;1378
3053290;NL;45739;6549
8039010;BE;45702;9038
2075290;PL;45672;142
8051080;GR;45809;5409
3061290;FR;45713;5556
5040000;ES;45748;518
7061000;NL;45766;3719
2031955;DE;45712;5604
3045400;ES;45640;7744
2012050;PL;45705;7235
1012910;SI;45613;604
3021400;SE;45761;10857
6012030;DE;45681;4598
7095100;PL;45577;72
2013000;IE;45675;1297
2031955;DE;45700;5993
7108069;RO;45533;4841
3024700;ES;45547;2974
1022959;FR;45565;3679
8055010;ES;45656;4516
2071190;GR;45654;8616
2031110;AT;45568;3766
2042210;FR;45582;9348
2031955;DE;45624;9996
1022959;FR;45480;8218
1022949;FR;45513;3496
7019090;DE;45634;9120
4041002;FR;45468;431
1022949;FR;45435;2594
4069032;GR;45550;2514
7135000;FR;45407;708
1022910;LT;45449;8615
1022959;FR;45402;7577
2031915;DE;45520;449
3035700;ES;45538;9457
2062999;FR;45527;10121
6049011;HU;45497;6905
7095900;RO;45500;5493
2031915;DE;45475;236
3049521;ES;45425;3285
2022010;PL;45432;6790
2011000;FR;45525;2391
2013000;PL;45537;6
3075200;ES;45390;7531
3036611;ES;45372;10232
2013000;NL;45495;10305
7049010;PL;45453;9960
8045000;PT;45452;4255
4039091;GR;45316;7595
9011200;DE;45289;2414
2031959;AT;45283;4726
4061050;BE;45337;4936
7133390;PL;45165;5711
3061500;IE;45350;7013
2022050;PL;45247;4289
3035410;DK;45303;6469
2032955;ES;45150;3793
1022949;FR;45129;7089
2012050;NL;45257;3409
1022959;FR;45179;1357
8061010;ES;45079;813
7101000;ES;45188;1486
8051028;ES;45159;886
3075200;ES;45153;1272
3054100;DK;45126;3488
4069076;BE;45105;2066
1022999;IE;45122;6859
3028530;GR;45154;1604
3028929;FR;45048;4300
2102090;IE;44987;7048
2012020;PL;45121;6494
3075200;ES;45043;4650
2091011;FR;44958;1460
8052110;ES;45024;3049
2011000;ES;45140;1698
3074230;ES;45101;10579
1029099;FR;45098;3802
3019985;FR;45074;4911
3061799;ES;44923;2446
1022999;FR;44963;6686
2013000;NL;45030;9868
2063000;DE;45010;3155
2012090;DE;44980;384
3048310;NL;44891;5601
1039110;NL;44947;7340
2031110;AT;44943;560
2031955;BE;44876;2793
1022999;FR;45011;2893
8105000;ES;44898;4012
3055985;ES;44963;4062
2012090;NL;44891;5305
2013000;NL;44869;1078
1031000;IE;44864;4179
3074392;ES;44844;1899
3061190;ES;44860;677
3047110;NL;44947;8038
4041002;CZ;44861;4358
3075100;ES;44928;1604
7123900;PL;44889;506
2012090;FR;44775;236
2032959;ES;44874;5017
3035410;XI;44845;5767
1022999;FR;44735;418
2074561;PL;44712;10865
1022910;FR;44771;7488
2011000;BE;44759;3431
2013000;IE;44675;3077
3048100;PL;44818;9930
2012020;PL;44657;236
3049100;ES;44746;7763
4061030;HU;44792;7031
1022999;FR;44637;373
1022999;FR;44770;687
7095600;ES;44599;10294
4061030;HU;44615;10766
2042230;FR;44732;6703
1022999;FR;44602;9056
2071360;AT;44585;24
3028530;ES;44531;8356
2012090;NL;44617;10331
7134000;FR;44559;6327
7108095;FR;44514;5362
3074220;FR;44572;9378
9096100;FR;44456;3012
2041000;FR;44620;10246
4069089;BE;44572;134
2012050;PL;44580;8964
3035410;IE;44565;7627
1022999;FR;44536;5045
2031955;ES;44427;3842
2031955;ES;44460;5431
2031959;DE;44441;2501
4061050;PL;44548;10306
1022949;SK;44403;6683
3074940;ES;44504;9726
2031955;DE;44405;4040
2075510;PL;44543;307
3047419;FR;44437;8587
1022999;FR;44457;428
2089030;SK;44337;10865
2071110;ES;44444;9823
7108095;ES;44384;5362
2032955;DE;44497;9181
4059010;BE;44438;2441
4109000;DE;44489;3251
2011000;ES;44417;9410
2012090;NL;44447;405
1039190;NL;44385;8937
2031211;FR;44305;5148
1022959;FR;44461;7882
1039110;DK;44461;5268
3047190;NL;44290;5577
8119095;GR;44346;6010
7096010;ES;44273;6587
2031955;DK;44342;2635
2031959;DE;44271;9441
2012090;FR;44174;7084
3071190;FR;44319;5651
7108069;HR;44214;2259
3022400;ES;44162;4844
2013000;PL;44264;9410
1022959;FR;44273;6958
2011000;ES;44159;3034
2032955;ES;44221;281
7096010;ES;44226;5395
4089120;FR;44176;5569
1022190;FR;44244;7901
2011000;ES;44212;7549
1022941;FR;44170;5414
4041048;SI;44241;6437
3074331;NL;44220;992
4061030;HU;44073;10427
2032955;PL;44177;7018
1022110;AT;44049;10071
9012100;BE;44155;7591
4032091;HR;44173;9049
1022991;AT;44040;820
1022949;FR;44099;5422
3028410;GR;44139;9775
9012200;DE;44149;10865
1022130;DE;44081;1669
2013000;IE;43975;1065
3047190;ES;44087;5886
4069089;DE;44087;457
2011000;FR;43928;964
1039110;DK;43921;5918
1022999;FR;43927;3901
8022100;ES;44035;8582
8083090;BE;43921;5722
5040000;ES;43966;1001
2062999;FR;43955;1806
1022110;AT;44001;4577
7096010;ES;43936;1965
2032955;ES;43830;5601
3061799;GR;43937;10392
2013000;NL;43820;2702
3049521;ES;43899;9457
2013000;XI;43953;6147
8023100;FR;43803;618
7134000;NL;43968;6186
4012091;AT;43845;9357
7099310;FR;43858;7466
8107000;ES;43859;4091
7108070;FR;43906;1100
2031110;FR;43745;9669
1022959;FR;43872;601
3028530;GR;43742;9457
3055985;ES;43693;6974
3043900;ES;43737;1739
8119085;NL;43735;2743
4041014;NL;43762;7889
2061098;IE;43839;5886
3055110;HR;43719;8261
1022959;FR;43766;6606
2061098;PL;43651;873
1039219;DE;43654;5557
2031955;AT;43700;2331
3043900;ES;43643;677
3048700;ES;43597;4540
8052190;GR;43761;5395
5040000;ES;43586;4276
1022999;FR;43740;7409
1022999;FR;43688;1434
6029099;NL;43739;7103
3036619;ES;43714;230
2071410;FR;43706;5833
1022991;HU;43580;9978
2013000;BE;43592;5431
2072710;PL;43600;5844
3047190;ES;43598;2573
1022949;FR;43471;4511
1022949;FR;43473;4645
2062999;FR;43431;9488
9021000;PL;43471;10003
7102200;FR;43513;1046
2023090;NL;43432;7931
4069015;DE;43591;8382
1022999;FR;43432;5199
5040000;DK;43408;4847
2012020;FR;43445;5046
3074335;ES;43473;8134
6012030;NL;43509;8512
2011000;NL;43471;5088
2012090;ES;43415;194
3074338;GR;43483;5227
3074335;ES;43401;6517
8134030;NL;43322;6375
8021290;ES;43467;10127
7092000;ES;43472;4255
3024700;ES;43345;7806
1022959;FR;43435;4750
4069099;ES;43273;10865
4069099;FR;43327;1151
3044410;SE;43379;8382
2101131;NL;43435;602
3061799;ES;43289;1899
1022959;FR;43253;6903
8051022;GR;43417;7114
2012050;NL;43427;4091
3074329;FR;43246;8689
2012090;FR;43388;5305
3049525;ES;43291;5601
8011100;NL;43270;6046
4039059;RO;43314;7637
1022999;FR;43236;8243
7108095;BE;43311;2180
7031019;ES;43339;5886
2031110;DE;43324;2430
2013000;DE;43322;70
3056200;ES;43330;631
2031955;DK;43319;575
3036612;ES;43148;5601
2012020;PL;43276;6876
1022941;FR;43183;3560
3061799;PT;43103;5060
2012030;FR;43107;4091
3061500;DK;43103;1096
4064090;FR;43179;4636
8052200;ES;43074;786
7031019;DE;43074;1810
4051019;FR;43192;1546
8103030;AT;43143;3953
2012090;DE;43079;6237
1022999;FR;43153;6634
3061500;IE;43002;3668
8119095;LT;43111;6604
4061080;DE;43031;287
1064900;ES;43071;8678
9051000;FR;43052;7963
1022959;FR;43064;5121
3073110;ES;43001;5332
1022949;FR;42913;9933
2012030;AT;42950;9864
2031110;DE;42973;8698
2031955;ES;42864;8694
7032000;ES;42971;10361
1061490;FR;42961;1393
3028990;GR;42917;1304
8061010;FR;42865;7990
9042200;ES;42895;10865
2012030;FR;42776;560
7031019;NL;42878;3758
1022999;FR;42881;6616
4069050;NL;42748;6950
7096010;ES;42824;654
4061030;ES;42805;287
3072290;ES;42848;5886
6031100;NL;42755;9052
4011090;CZ;42718;10865
8024100;ES;42741;4696
8101000;NL;42852;2289
4032011;AT;42679;2463
8023100;FR;42846;538
9011200;DE;42717;251
7020000;ES;42727;1375
2013000;DE;42697;902
2031110;BE;42823;5488
1022999;FR;42791;3903
2013000;PL;42716;10064
3048990;NL;42616;3683
3075200;ES;42805;6233
3028990;ES;42657;10115
8054000;ES;42776;10865
3024700;ES;42701;10857
4069078;DE;42623;134
3072110;FR;42684;1861
1022959;FR;42633;8075
3019300;HU;42608;8257
2012050;IE;42586;9124
2071350;GR;42538;8616
2072740;ES;42529;9190
2013000;DE;42539;9807
2011000;NL;42507;8901
4061080;DE;42674;6102
4062000;IE;42522;7967
8024200;ES;42529;6989
1039219;NL;42479;2483
3036612;ES;42559;4942
2031110;BE;42593;7999
2011000;ES;42525;3596
4039091;AT;42514;6102
1022961;SI;42536;8196
1022999;FR;42401;584
2013000;FR;42591;8755
2031955;ES;42558;2788
1022959;FR;42560;2982
3063510;ES;42373;1304
3021400;DK;42368;8917
2031911;HU;42474;4040
1022999;FR;42344;7007
2011000;ES;42477;2931
5069000;DE;42309;9310
3047190;ES;42372;510
3061791;GR;42263;9095
2013000;NL;42231;6284
3074220;FR;42260;294
2031955;ES;42416;3155
2062999;FR;42238;278
1022959;FR;42322;1054
7093000;ES;42192;6587
5051090;DE;42280;10865
7101000;AT;42234;5362
4061050;DE;42271;10306
2012050;ES;42316;2081
8055090;NL;42201;8508
3024700;ES;42292;8415
3049100;ES;42116;2218
7052100;FR;42184;9960
1022999;FR;42119;3664
3074392;ES;42112;10360
4032011;GR;42211;1386
3054100;IE;42177;10261
2013000;DE;42153;41
1022959;FR;42063;6177
3036613;ES;42073;7495
7123900;RO;42014;7247
7032000;ES;42160;3049
2011000;NL;42042;1494
3061500;FR;42027;2165
1022959;FR;42079;926
2013000;PL;42017;4331
8054000;FR;41939;628
2031110;DE;42106;10787
8132000;FR;42076;7404
3053290;DE;41978;1008
3035410;IE;42042;9663
8021290;DE;41918;9674
3061500;IE;41987;890
4021019;IE;41997;9947
7096010;ES;42062;5620
2012030;DE;42018;6218
3075200;ES;42013;10629
2012050;DK;41942;10547
8023100;FR;41841;8993
3061500;DK;41863;1861
3082100;ES;41837;9448
2011000;ES;41880;9426
8042090;GR;41820;4117
7020000;ES;41813;4736
3023290;ES;41834;4307
6029091;NL;41972;4925
7095900;BG;41868;8946
6029050;DE;41866;6969
1022999;FR;41757;5683
3036611;ES;41739;4942
7019090;NL;41844;6915
4069074;NL;41880;6476
1022999;FR;41891;7994
8102010;ES;41833;10865
2032211;PL;41733;5732
6031970;NL;41802;4565
7069090;FR;41847;3318
8083090;NL;41849;6461
2071391;DE;41695;10864
2089030;BE;41704;6205
7129090;RO;41802;9710
2031110;FR;41793;9065
7103000;BE;41714;8181
8052200;ES;41621;10603
2013000;FR;41618;4359
2012030;DE;41777;8923
7123900;HR;41757;1064
5119910;PL;41757;6757
7103000;ES;41757;6284
3074338;ES;41593;10232
7032000;ES;41719;8952
8055010;ES;41591;1011
3056300;HR;41688;6564
2031955;DE;41597;5007
1039219;ES;41535;10865
3036619;ES;41549;2165
6022080;ES;41706;5264
3047190;ES;41523;9003
3074335;ES;41526;1739
1022999;FR;41503;7129
2072610;DE;41563;6893
3061799;BE;41490;8568
1022949;FR;41562;10462
1022959;FR;41586;5348
2011000;FR;41633;3431
2031955;DE;41576;2388
2031915;DE;41544;311
7102900;FR;41521;327
2031955;BE;41523;4585
2011000;NL;41515;3076
7020000;NL;41539;585
4041014;DE;41585;4874
3061500;IE;41437;8288
7131090;CZ;41514;3780
3043900;ES;41513;1283
2012090;IE;41493;6703
1039110;DK;41469;242
2011000;NL;41480;2468
7115100;ES;41508;4791
7095100;PL;41387;6792
1022959;FR;41482;3576
2012050;ES;41493;6
2031955;ES;41524;6097
3074335;ES;41369;8649
2012090;NL;41510;4028
2041000;GR;41442;10865
3054100;DK;41417;4286
4063031;FR;41302;6284
2013000;NL;41318;3077
2031955;DE;41404;902
4069089;BE;41257;803
6029010;FR;41355;4006
4069032;GR;41395;4422
3049550;ES;41316;818
2031911;ES;41318;4103
3077100;FR;41409;3056
3075100;ES;41289;8134
2031219;DE;41284;8382
2031955;ES;41352;10650
2012020;PL;41345;8168
4063031;FR;41214;1151
3073110;ES;41211;4760
2031955;NL;41305;1786
4012099;ES;41166;2667
8112059;BG;41160;7268
2012050;NL;41200;978
1022999;IE;41272;3579
7051100;ES;41241;4043
1022959;FR;41115;1087
8061010;ES;41164;582
2031110;DE;41259;93
4041026;NL;41098;7889
7020000;FR;41122;1375
1039219;DK;41131;5172
4061080;PL;41225;8274
3074230;ES;41201;10707
2011000;DE;41204;5892
3079100;GR;41014;9428
1022999;FR;41161;5240
2101131;ES;41139;9500
7096010;ES;41134;109
7051100;ES;41174;6959
2022090;IE;40989;6284
2012090;NL;41079;3450
2013000;IE;41013;9357
2031955;DE;41077;9624
5119985;RO;40980;4541
3034290;ES;40930;7806
2032955;ES;40948;593
8021190;GR;40951;995
2012050;PL;40936;1446
3028530;GR;40998;10670
4032011;GR;40903;6102
6029050;BE;41030;2320
