product_code;country;nat_value;operator
3021400;DK;707207;7763
2012050;DK;15295;1471
2012090;DK;10597;2956
3028950;FR;15541;3035
2012090;ES;15375;7376
2013000;IE;94860;1419
2013000;IE;22679;2285
7095200;ES;17811;8904
8134095;DE;15290;6551
2045011;FR;18516;5223
7082000;ES;15842;1257
2012090;NL;15068;185
3075200;PT;15148;980
7020000;ES;18344;7497
2031959;DE;331;4289
7096010;FR;15042;2968
1022949;FR;15243;10020
3061792;CZ;15180;3624
3028530;GR;15156;4028
9011100;DE;43434;5729
6031970;NL;39104;3654
7031019;FR;15998;6891
7020000;ES;20790;3322
2061098;DE;15288;4718
2031913;FR;15102;5044
8042090;ES;15312;382
2012090;FR;9719;6703
7123900;BG;13995;565
2031110;FR;26806;3853
7020000;ES;12159;8662
3074392;ES;15535;7085
1022949;FR;18307;3779
2031915;FR;15068;7443
9042200;DE;15091;10012
7096010;ES;8096;9821
3028410;HR;15136;1283
2013000;FR;14893;194
8044000;FR;18875;414
3061500;DK;15090;10579
7129090;DE;14990;10012
7020000;FR;25679;1378
2013000;FR;14980;9837
7131010;AT;14935;395
2031915;PL;15029;1991
3047419;FR;15098;753
8042090;ES;8637;9960
7019090;NL;1053;201
6029048;ES;27541;2143
2089030;BE;1968;873
3075100;FR;28777;1293
3074399;ES;14942;992
2012090;LT;15064;9803
2089030;NL;13588;5601
2012050;NL;15183;384
7096010;ES;32938;8006
7108095;BE;19201;197
7108095;BE;14830;2042
2011000;ES;18086;10576
7020000;FR;15610;6599
3071190;FR;8785;10593
6022080;ES;116310;1887
2044230;NL;14877;55
3024200;ES;16512;8134
8051022;FR;14934;6375
3074392;ES;26873;3928
8084000;GR;4141;9960
7122000;DE;14894;4598
8061010;AT;17179;4782
3038140;ES;117672;9456
2012090;DE;14725;7417
8045000;DE;8827;10053
9109190;NL;15120;3393
2013000;PL;11898;231
3074399;PT;15242;677
6029091;NL;14795;127
7109000;BE;11742;10593
4069032;GR;34096;1386
2012090;FR;16477;7705
3048100;NL;14787;1507
2013000;FR;15048;3409
3074210;FR;23470;9273
8109075;NL;15124;6708
2013000;NL;106694;1065
2031959;HU;12679;8662
4051011;AT;15908;4782
6029091;DK;14991;4162
1022999;FR;15458;557
7102100;BE;14653;4556
2064900;PT;14874;3766
9042200;ES;14717;3977
2013000;PL;8619;8038
2071370;DE;14777;1049
4015011;DE;16665;582
8083090;NL;78149;6678
3022400;ES;19520;2573
8083090;BE;13975;748
7108095;AT;8537;6417
2013000;FR;15683;964
7093000;ES;15894;8854
3021400;DK;14883;6706
3055985;ES;14719;2066
8045000;PT;14656;10023
3044300;FR;14685;1304
2072610;AT;16281;1032
3075200;ES;14671;1697
3074335;ES;24003;983
3044100;DK;17210;3035
3074331;FR;14640;2974
3028590;GR;43098;5125
4063031;DE;14669;5886
2012090;DK;14776;10331
4069084;DE;2996;4422
8051028;GR;45699;9361
7102200;BE;32792;10593
2011000;NL;16693;225
2031955;DE;11053;1845
7102100;PL;15021;1046
7096010;ES;15514;739
2011000;ES;7377;3761
7019090;DE;94115;2521
3022400;ES;17129;10110
2012090;ES;11333;8901
7096010;ES;19309;6239
3072110;FR;17386;5601
2013000;FR;14594;723
2074461;FR;14562;307
2031955;FR;14461;965
4032011;DE;15107;2463
2061098;PL;14438;4289
3028990;GR;35040;2974
2011000;AT;58487;4726
6012030;NL;15209;10593
2011000;ES;14600;6889
3074335;ES;14535;4025
7102200;ES;9794;9401
3021400;SE;14365;7051
3074220;FR;18054;4062
2075300;FR;21469;2573
3063400;FR;11651;8275
2061098;NL;14457;7482
2072610;DE;14556;2066
3047411;ES;11604;7103
3028950;FR;17038;5785
7096010;ES;11158;3799
3075100;FR;15139;7763
5040000;DE;18808;30
2032955;NL;14495;27
3028950;ES;120496;8382
3022300;FR;14658;8776
7122000;ES;14533;9750
2031915;DE;12300;8828
4032093;DE;12306;6102
4061050;DE;28760;6960
8023200;NL;14337;10398
9012100;SE;15185;7275
8071900;ES;15253;6636
2011000;ES;14600;9396
3021400;DK;14431;5886
2032955;DE;17326;6284
3074220;FR;12370;187
2089030;BE;14450;1105
2031211;DE;47568;1354
8107000;ES;20192;4474
2013000;NL;14489;7936
2031955;NL;162583;2635
2012050;ES;364544;6790
3036611;ES;30106;677
3024700;GR;17416;3035
4041002;DE;28626;4338
2013000;NL;10738;1638
8045000;ES;15462;436
2012050;FR;14234;4718
7129050;PL;14312;420
2012050;ES;44159;5609
4015031;RO;30987;7637
3028590;FR;14334;6817
7131010;FR;14010;395
3074335;ES;14424;10145
3044410;DK;21817;1615
6029050;DE;16230;4235
2031913;FR;14410;2388
2071350;GR;13666;481
3028530;ES;88415;8382
8107000;ES;26993;5486
8052200;ES;22716;6033
2012030;BE;14337;6077
6012030;NL;19514;4235
7019090;NL;10923;10515
3028990;FR;14314;9143
3072290;ES;14247;3035
3048310;NL;41065;4383
6042040;DK;17009;4071
2012030;NL;14335;681
7108095;AT;14206;365
2032955;SI;17640;861
3024700;ES;14222;7134
2013000;ES;4687;10576
3074338;ES;11094;3370
2012050;ES;68769;2078
2031110;ES;14728;3812
3061500;DK;14241;3954
4062000;DE;14210;2995
2012050;FR;14236;3431
8042090;GR;14338;10398
3074338;ES;18988;6517
2012050;ES;20870;7511
3028990;ES;6136;3380
2064900;HU;93638;4293
2091090;HU;13923;206
2061098;BE;15188;9441
3061792;ES;14205;868
8044000;ES;7821;10640
6029041;PT;21891;1887
6031970;NL;17245;6530
7129090;PL;10725;697
2032955;ES;14071;4978
7093000;ES;13614;7767
3072110;FR;14198;1283
8081080;ES;15251;4800
3028990;GR;68089;9246
7109000;ES;5811;7103
2089030;ES;6372;142
2013000;NL;14164;8864
2011000;BE;14206;8047
1022949;FR;15006;971
2011000;NL;14034;587
6029048;NL;38222;1520
1022959;FR;181550;7310
2031915;FR;14091;928
2012090;PL;14306;6077
3075200;ES;14039;5563
3028950;DK;2431;1635
4069084;DE;32413;6102
6042040;DE;17061;7634
8042010;ES;14045;1236
3063210;FR;8816;3035
2013000;PT;14051;2021
2071410;FR;13853;8282
2061098;NL;14179;1732
3024700;ES;13946;7309
8083090;ES;14147;2634
2022090;DE;17571;7099
3023519;GR;16588;5601
8102010;FR;15190;3049
8105000;ES;7881;4736
2012090;IE;13546;902
2013000;FR;38895;4942
3028410;FR;1996;642
3044990;ES;64449;4091
3047415;ES;17865;706
3074210;FR;1806;1293
3044500;FR;14013;1304
8105000;GR;13704;8278
7096010;FR;13660;5003
3028410;GR;11979;6679
8021290;DE;28046;6102
7108095;BE;14006;3928
7051100;ES;39370;4689
8052200;ES;18743;5927
7131090;PL;13882;6731
2012090;DK;13962;5886
7133100;NL;13986;5277
2012050;NL;19071;2956
8055010;ES;17848;4043
3028530;GR;13891;10115
2013000;PL;18297;6097
2012050;FR;13621;6494
2101131;ES;46698;7186
2031913;FR;12913;964
3074210;FR;27379;7744
2042230;FR;13951;6494
8051022;ES;29646;4753
4069023;FR;14938;10593
3048990;NL;13783;1301
8071900;NL;20188;886
2023090;DE;15170;8420
7019090;DE;14841;6924
3038140;ES;13610;1272
3036612;ES;24559;10582
4062000;ES;11001;5601
2012050;ES;16100;1183
8055010;HR;12017;4043
2012090;FR;4810;1363
2013000;IE;13762;1638
2031955;ES;13710;4978
7020000;FR;12168;8006
7020000;ES;14023;4043
3071190;FR;16635;294
4069086;LT;114795;313
4069078;AT;14845;4782
2012050;LT;13755;5490
7031019;FR;13763;382
3028990;GR;979;8894
3071190;FR;13803;5166
8044000;FR;17759;7081
2101981;ES;139;3827
8081080;AT;15258;4782
4032011;GR;13989;6868
2031955;DE;10847;6097
5040000;HR;13569;10624
9051000;FR;13680;246
7039000;NL;13503;4539
7102100;BE;13809;10360
4039091;DE;14569;134
7051100;ES;10582;382
2013000;IE;54823;481
2013000;NL;13728;681
3063400;DK;19502;7763
3075100;ES;13448;4091
7020000;FR;15289;8854
6042090;BE;13674;5445
8011100;NL;13657;9772
3022400;PT;13690;9246
2012030;AT;14526;10714
3046100;DK;3090;6469
2013000;NL;29594;2468
2074300;HU;13073;4970
7102100;ES;12680;706
2012090;DE;13801;3409
4069032;GR;13688;859
3021400;DK;13972;215
5040000;ES;13553;4847
8107000;ES;17006;786
9096100;ES;13671;2938
8021290;ES;13515;496
2011000;AT;13607;1454
3024700;ES;13703;5449
3024700;ES;135884;9246
2031955;ES;24672;888
7020000;FR;9286;1233
7096010;ES;24081;1233
7082000;FR;10309;1257
2031219;DE;13415;4289
6029091;NL;13054;325
2031211;DE;280;4289
3024310;ES;13592;1604
2089030;ES;6562;378
3048310;NL;14270;757
7096010;FR;24187;7767
2031915;AT;270709;7107
7108069;DE;13615;3294
7032000;FR;34916;1150
7104000;BE;13821;4015
2012050;NL;13530;587
6029091;BE;13916;5043
8052200;ES;16165;3567
2061098;NL;13508;8864
4069089;BE;13527;609
2076051;FR;14590;2573
2089030;ES;13554;4507
3049921;DE;14327;2218
8055090;NL;76197;10023
7020000;NL;34611;9609
3073110;IE;18089;5166
7103000;BE;13367;156
7020000;NL;45608;2941
3048400;ES;13563;8181
3022300;ES;13115;3035
8055010;ES;13474;9534
2013000;NL;42584;10547
2031110;DE;13412;2105
4069089;BE;13369;2731
8055010;ES;14613;10164
2012030;BE;100860;10787
8021290;AT;12201;5299
3033300;NL;13459;757
3063310;FR;18260;3035
2012050;NL;10990;9426
4039011;DE;13708;2371
2011000;NL;13483;7407
3024700;ES;355;10677
3074392;ES;16107;2218
3075100;FR;15548;5601
3072290;ES;13394;3549
3063400;DK;11025;642
3071190;FR;13712;1227
2081010;HU;4882;9668
4069013;DE;13830;6527
7109000;ES;14397;6013
6012030;NL;23796;5043
4069099;DE;11148;6102
4069092;FR;11205;3924
3075200;ES;13313;8064
3022400;PT;11317;7806
8071900;ES;10130;2199
4069017;AT;13198;313
2031955;ES;13068;1352
4061080;DE;8783;609
3061500;IE;49397;5456
2013000;NL;13376;6147
3074392;ES;17277;7495
2011000;NL;13373;1665
3061500;IE;13285;3928
2064900;NL;13328;2422
3054100;IE;13204;4566
3044990;DK;14582;8382
4069015;FR;13057;2626
3048100;ES;13217;1091
8044000;FR;13782;3054
3061210;BE;12901;1367
3028530;GR;13029;10707
3074230;ES;24853;236
3072210;FR;13271;1641
2071360;SI;12997;1390
6029099;NL;79696;3924
2012050;ES;7396;10576
3075200;ES;5914;222
7051100;ES;15926;1706
2012030;NL;13198;4507
3047190;ES;13183;187
7134000;NL;21302;4203
8023100;FR;13453;6980
3054200;GR;12999;631
4069089;BE;13146;6867
3061799;ES;36791;6793
2076051;FR;13186;307
3054100;FR;13093;9999
3048700;ES;21869;7744
8071100;NL;52200;7900
3028590;FR;2923;4307
3024400;ES;11545;1635
2031955;DE;8354;7039
4063090;BE;678;9147
3063310;FR;13077;6721
3074210;FR;2934;5601
2013000;IE;43932;1003
4029130;DE;24262;4598
2012090;DE;8565;7053
3028530;GR;7497;6641
7020000;ES;14301;654
7051900;ES;3586;10239
8107000;ES;19389;4043
2013000;FR;12921;384
8083090;ES;6410;1865
2031915;FR;11037;4127
7093000;ES;14174;8349
6029048;DE;15354;7634
2013000;DE;12905;681
7095600;RO;13108;7086
2062999;NL;11901;1078
3047415;ES;18139;7103
3075200;ES;12762;273
3021400;DK;308789;3624
7039000;NL;15617;748
2011000;NL;12944;9430
7020000;ES;14540;1236
3024400;ES;13518;9010
2031219;FR;12878;1198
2013000;DK;58583;677
3061490;DE;13015;9236
3075100;FR;13744;18
3028990;ES;7839;642
7051100;ES;9718;6924
3074335;ES;12928;612
2012050;LT;12940;7417
7020000;FR;81068;748
2012050;NL;11631;5601
2041000;ES;10134;5604
7102200;BE;12988;1160
8055090;NL;8198;6924
3044490;DK;15909;642
6029046;BE;12225;2143
8055010;ES;1156;4573
4069032;GR;3442;7973
2044290;DE;4006;1697
3048100;ES;21481;6000
4052030;BE;12856;7746
3061500;FR;12925;4315
2013000;FR;13106;10261
3028530;GR;12096;5651
5040000;FR;12767;6904
2012050;DK;12728;2948
3022300;ES;12937;9246
2074410;FR;13133;1363
2012030;NL;12675;6790
3061699;DK;2185;9517
3071190;FR;14646;10261
7020000;FR;32159;5603
2031110;DE;22045;8277
2031913;FR;11043;4127
2011000;FR;10732;6512
7103000;BE;12772;6451
2032913;DE;12876;6103
2031110;FR;13094;9396
2032955;ES;12869;142
6029091;DK;14559;3712
7103000;BE;12709;4556
3021400;DK;11664;9443
3074338;ES;38496;187
7019090;NL;14930;3306
2011000;NL;12877;586
2011000;PL;12716;1446
2012050;DE;12849;873
4069023;AT;13695;4782
3071190;FR;10444;13
4069093;FR;18110;6567
6029091;NL;67478;636
5100000;FR;53364;2343
2061098;NL;12876;3077
3048390;NL;28473;677
3047411;ES;12774;8478
4039011;DE;12839;9947
1022999;IE;12819;6350
3022300;ES;13560;10115
3074980;ES;8306;7723
2011000;ES;12889;4127
4012091;AT;12424;6797
4069021;ES;18022;287
7099390;ES;12656;10164
3028410;FR;12797;5886
3024700;ES;14179;10115
7103000;ES;20766;677
8029200;ES;12827;9454
2031110;FR;16473;4091
2012050;FR;12697;3076
7103000;BE;22791;10593
3074220;NL;44150;9246
3028990;PT;44974;9567
3047415;ES;7053;2149
2031955;DE;65780;3155
4051019;FR;12646;5336
3048290;NL;12749;3294
7096010;FR;7446;4043
7020000;FR;17124;654
1022949;FR;10241;7286
7052100;NL;4443;236
7108095;BE;12600;7025
2013000;NL;31098;8478
2031211;DE;30571;8382
3063400;DK;12605;2066
2071290;FR;9528;8878
7108095;BE;139133;677
2013000;PL;12934;5046
3074335;ES;12432;1278
2101981;ES;12669;2066
2011000;AT;12616;6219
8013200;DE;37737;6102
2012030;PL;23596;2046
3063390;FR;13207;3035
8042090;GR;12564;3621
8024100;ES;12648;739
3028115;DK;12601;1615
7099310;ES;12751;10640
9052000;FR;12692;8229
3072110;FR;12789;10110
2071190;GR;36022;8828
4061080;DE;12554;4949
8041000;ES;6030;111
4061030;DE;12577;197
5040000;PT;10335;6904
3036612;PT;8427;8181
3074220;FR;12539;3069
8051022;ES;13871;9960
3024310;HR;12292;18
2012050;PL;12319;6355
3038965;ES;12639;5456
7102200;ES;12460;2048
4069089;RO;6377;7637
4032093;AT;12508;4941
7109000;ES;6252;9401
6012030;DE;13461;6102
7092000;ES;77478;3953
3074331;FR;12588;983
2031955;DE;12625;8923
3028410;GR;12548;1647
4062000;FR;12453;3175
7032000;FR;35724;10515
6029050;NL;29468;5043
3077210;ES;12564;3316
3053219;NL;2215;1008
3024400;ES;12289;7763
8055010;SI;8118;9891
2011000;NL;12560;10428
8109075;ES;6645;8854
2012090;NL;12495;681
4069092;FR;5568;2731
2012090;PL;43453;8828
4012011;AT;16953;88
3028530;HR;12406;3471
2031913;FR;12549;965
3022400;ES;17161;10115
7020000;NL;11168;127
3074335;ES;12428;5563
8023100;FR;37585;1706
8071900;NL;20050;1233
7103000;BE;9305;197
3074220;FR;23974;8275
9109991;RO;12491;9710
2013000;BE;12254;7482
4041048;SI;34709;4997
7101000;BE;14600;6284
9103000;NL;748;6708
2032990;SI;12538;378
3038965;ES;12415;6793
2089030;NL;6187;1227
6042040;DK;11193;129
2074410;FR;12355;2422
3025419;ES;12360;10110
5111000;FR;12825;9140
7096010;ES;13116;4739
4061080;FR;10172;3924
7020000;NL;12464;3349
2072610;ES;8780;311
3061799;ES;124493;1273
8045000;NL;4064;1378
7109000;BE;9979;1646
7129090;FR;13110;3012
3074290;ES;69374;1615
2012090;ES;15671;677
3048990;ES;65;1861
8083090;NL;14922;7762
7052100;NL;11983;93
3028530;GR;18371;4307
4063039;DE;5478;2731
3075100;FR;12944;4002
2101981;ES;12373;2731
3074392;ES;74057;1861
3054100;FR;12329;142
2031110;DE;12450;7549
3028530;GR;14384;5302
8107000;ES;18465;4800
2012090;NL;12119;1494
7070005;ES;13557;10531
2031915;DE;11984;1523
3028990;HR;9590;6480
9093200;DE;12205;9386
8052200;ES;8088;1613
3071190;FR;12148;9452
2012090;FR;11960;1845
1022949;FR;12328;4531
6029048;DK;10993;1915
3022300;DK;12384;10110
2089070;SI;12249;5494
6031970;NL;68240;2376
7099310;FR;10834;10640
3074335;ES;22475;273
8054000;ES;1559;1706
2012050;NL;12227;3034
4069023;AT;11890;2514
7099310;AT;13617;4782
3028410;HR;12171;5198
7096010;FR;11572;582
7108095;BE;2253;1879
8055010;ES;13178;7821
3071200;FR;13546;677
2031959;DE;12108;5044
3074331;NL;12207;6623
4069079;FR;12200;9401
3028530;GR;15194;462
7032000;ES;15516;7767
3071190;FR;12254;720
3028990;GR;12148;10110
2011000;DE;12072;10121
4069093;FR;12272;10570
2042230;FR;8217;1297
3048210;ES;12057;8478
9096100;AT;12096;9172
2074410;BE;12050;10012
4069092;FR;6447;1363
2012090;DK;4066;225
3075200;ES;12209;9119
4069084;FR;15733;347
2061095;DE;22563;9936
6029099;NL;207949;10100
2013000;DE;13539;1129
2013000;NL;12184;5136
4029110;DE;4460;4598
8051024;NL;162916;4259
4069023;DE;12088;5361
3025110;DK;12095;18
7115900;HR;12096;927
7108095;AT;8838;5362
7135000;DE;12943;1031
2011000;NL;12166;3842
8105000;GR;12322;4901
2089030;ES;4511;10261
3028530;GR;6672;1790
2013000;DE;34304;236
3028410;GR;12616;44
4015031;AT;12686;4782
7093000;ES;14576;1965
2031955;NL;11998;27
7019090;DE;11935;3349
3047190;ES;5728;1543
7108095;PL;12109;5362
2074593;FR;12340;10261
2012030;DE;12207;2501
2012050;BE;11223;4298
8021290;NL;38297;78
2013000;FR;20208;6412
2012090;NL;12028;5490
3075100;FR;11719;9143
2031211;HU;12962;1354
2061098;NL;36506;1297
2075461;HU;26221;4970
3028950;HR;12663;3035
2013000;FR;11885;7376
8072000;DE;7117;10053
2089010;FR;11933;2573
3074210;FR;2725;1635
3074210;FR;250;6974
2011000;AT;25437;9410
8044000;ES;13017;5486
3028410;GR;8789;4527
8024100;ES;12013;8278
2012050;FR;10283;4120
2031219;DE;11671;3276
3048100;NL;41969;230
3074329;ES;11825;757
3036612;ES;10117;6412
2012050;DE;11996;4686
3036310;ES;11834;6681
4069089;BE;11960;10637
7129090;DE;11896;6829
7019090;FR;12966;6891
2012090;NL;10814;873
2031915;HU;11603;24
2061095;DE;11972;7053
7052100;NL;28811;1254
4069093;FR;11992;10499
3048290;DK;11850;1879
3024200;ES;11931;2974
9012200;BE;5140;10612
3028410;HR;11969;3471
3044410;DK;11682;10239
3028530;GR;11833;9452
7041010;FR;17114;3049
3044100;DK;99643;1297
3061799;ES;5792;641
2031913;FR;12026;1049
2012050;NL;11681;4298
2031955;ES;11596;2839
4069076;BE;11613;313
3074210;FR;9365;5840
7096010;ES;12753;153
8062030;AT;19582;6102
2042250;IE;70456;5017
3044430;DK;12015;4062
4069013;DE;11782;642
2031913;DE;13200;4900
4090000;ES;11696;4102
3047419;FR;11681;2196
9081200;PL;11904;246
7070005;ES;11632;4091
3047190;ES;15109;677
8055010;ES;18446;1865
3028590;FR;10970;7763
7032000;ES;11671;897
5040000;DE;11775;10121
8104030;ES;30245;4255
4069079;FR;1473;10593
2012030;NL;10083;3076
2011000;DK;11215;1567
8051022;ES;23471;382
3022400;ES;11972;7806
3074399;ES;17497;8689
2013000;FR;11682;9996
3074392;ES;11581;992
2031955;DK;11600;7549
2012090;ES;15383;9866
2012030;PL;11859;6089
7020000;ES;10617;1071
7020000;ES;13029;8349
2013000;DK;11716;431
4015031;ES;11760;5800
2074461;FR;11679;4303
7020000;ES;13070;4474
4061080;DE;11226;388
3036611;FR;11746;8587
7108080;FR;11964;8848
2031110;HU;13477;222
2012090;PL;17497;4970
2011000;NL;11709;4120
3047190;ES;4480;4953
7096010;FR;16912;8854
4069021;DE;11586;6867
2013000;BE;56665;2573
2013000;DK;183317;1827
8011900;BE;17779;506
9041100;DE;11174;4040
8052200;ES;57579;7009
7108095;BE;11528;4015
4069084;FR;11825;3706
3025110;DK;4062;1615
3056950;LT;11750;9282
3028410;GR;2173;7415
2031955;DE;11538;424
8083090;NL;17935;4942
2013000;NL;19327;225
8083090;BE;11562;7366
4069023;DE;11344;8642
3054100;FR;8974;5601
3025419;ES;12417;8382
2012090;NL;11525;1753
7020000;FR;13952;2876
8105000;GR;11314;7691
7129090;BE;8004;193
2012090;NL;12536;753
2013000;FR;27469;3879
2013000;IE;15553;964
7020000;ES;17016;8854
3049525;ES;49369;677
3035310;HR;11452;5067
2012090;AT;3176;3207
7052100;FR;20170;582
2075300;HU;37369;4970
2011000;NL;11453;4439
3071190;FR;10474;8134
2012090;FR;12741;10261
3074210;NL;10214;7763
2061098;PL;12162;481
3028990;ES;15432;7415
3074230;ES;11411;5800
6029048;DK;14076;4071
2012030;FR;11502;5431
8055010;ES;12378;7114
2061095;IE;17262;902
8055010;AT;12771;4782
3025110;DK;12936;7806
3074220;FR;14440;5785
3028410;ES;11358;5198
3028410;GR;11352;2825
9042200;ES;11127;9386
2031955;FR;11298;5044
2012090;IE;8398;55
2013000;DK;7794;10121
2042230;FR;11268;10261
2012090;NL;10301;4298
7102100;BE;23203;234
3071190;FR;11299;7942
7097000;FR;10724;6308
3047500;FR;11231;677
7099310;FR;9913;4043
8071900;ES;11628;4474
3028950;DK;11059;2066
2013000;IE;7538;3065
4049021;DE;29686;6180
3028180;FR;11307;8275
8055010;HR;11322;2872
6031100;NL;13652;6323
6029047;NL;13181;2025
7020000;FR;9081;6690
3075100;ES;11408;10677
4069013;FR;9122;10593
5040000;FR;11228;7660
3028410;GR;11269;7380
3028590;ES;11233;8776
7082000;FR;3218;8006
3028410;GR;3051;6721
7031019;FR;11948;1540
2031110;FR;6539;9295
8045000;ES;11344;606
3022400;ES;10646;5125
7096010;ES;18771;4736
8041000;AT;12271;4782
3028530;PT;7126;1304
2013000;IE;1793;8038
8104030;FR;8584;7105
3061792;ES;12402;4062
4012011;AT;19128;1339
3074220;NL;11347;5198
4069076;BE;10942;388
3074331;NL;11234;2525
4051011;DE;11170;3459
6029099;NL;16936;2251
3036611;ES;11156;4091
2031955;DE;8776;1078
2013000;NL;5647;1211
2012050;FR;14278;2391
7020000;ES;13667;2192
3072110;FR;11168;7415
2089030;SI;21365;1096
2013000;NL;30239;112
3047415;ES;3687;677
8011100;NL;3110;8783
3074210;FR;2555;9108
8022100;FR;11193;6980
2012050;ES;42144;8081
3061500;IE;11142;3444
2031110;AT;4330;5080
2031955;AT;11185;5136
7108095;BE;11137;3370
2012090;FR;54362;772
2012090;PL;120328;1297
8021290;ES;16868;5624
6022080;ES;7669;184
8045000;FR;2229;9960
3047990;FR;110830;6284
7093000;ES;13338;2876
2011000;ES;11074;3065
6039000;ES;11039;1440
3074210;FR;11104;4628
3024700;ES;42263;5785
2031915;ES;16674;10076
8054000;ES;11059;10023
7108095;BE;29993;230
2012090;ES;7905;6957
8107000;ES;9672;6239
2012050;NL;86069;139
7051100;ES;24536;6755
3047190;ES;25525;2899
3053219;NL;11117;6549
3074335;ES;11069;890
8083090;BE;11142;7762
2011000;PL;10930;1907
7052100;NL;11836;7186
5119985;HU;5529;6347
3061792;ES;11000;2846
2012090;DE;10195;8793
2023090;DE;3508;2573
4032011;DE;19603;6102
9096100;DE;11118;3251
3074220;FR;11136;7942
2012050;ES;8379;9065
3074220;ES;6299;9108
3049525;ES;27777;6084
3028990;FR;119432;5886
4032091;GR;3914;8773
2012050;IE;10759;55
4061080;DE;10952;3459
3074335;ES;10631;1367
3063400;DK;9949;4062
2012090;NL;10833;7450
3028410;ES;14464;10261
7069090;LT;10981;779
7020000;DE;10715;7853
4069032;GR;6066;5022
6012030;NL;24381;3877
7108069;BG;9510;8489
2031110;DE;9003;7053
2011000;NL;10697;964
2013000;FR;10988;1076
2044230;FR;10751;5080
5040000;FR;22287;7899
4069032;GR;10953;9577
3074230;ES;10925;3803
8101000;ES;7298;9609
2012030;NL;10973;8755
2011000;NL;6862;2391
4015011;RO;3378;10137
7020000;FR;13929;9946
4032099;FR;11738;6102
3035700;PT;10940;2066
2012050;DE;21470;9936
2031959;DE;76106;8382
3024400;ES;7163;7806
7052100;NL;29436;818
6029048;DK;8745;8468
2031915;ES;25506;4040
3028990;GR;27928;7763
8083090;NL;9350;382
3074210;FR;3742;9868
7093000;ES;10537;5603
4012091;AT;10426;5983
7103000;ES;13225;706
8061010;FR;11276;7762
8023100;FR;10958;1865
7103000;ES;10884;1297
7094000;ES;9117;4539
2012090;DE;9153;3853
8102090;PT;10470;3219
4051011;DE;10748;1235
3028530;GR;7548;3316
3044300;FR;12681;3225
2013000;XI;10830;4507
8102010;ES;14730;7369
3028530;GR;8813;10568
8055010;NL;11219;1992
8051022;ES;99963;886
2012090;LT;10907;10237
8043000;ES;11031;6924
7093000;ES;49151;10267
6029099;NL;17692;1062
4069089;CY;10752;7746
4069082;FR;10732;10593
2012050;NL;10652;888
7108095;DE;10957;2995
7042000;NL;8499;6517
2012050;ES;4836;5604
4062000;DE;10890;2279
2013000;IE;10693;2196
3075100;FR;10883;1604
3044410;DK;2154;1790
3024400;SE;10752;3624
8119070;DE;18843;6013
3028410;GR;10840;6844
8051022;ES;5011;5133
3082100;SI;10344;7309
2061098;NL;11863;1103
7102200;BE;10660;706
2013000;FR;10849;6077
6029050;BE;53998;2143
4069099;AT;10865;4782
2012090;DE;12640;2573
2061098;NL;10668;4289
3028990;FR;11554;6817
9109105;DE;16801;4598
3036612;ES;10764;8478
3071190;FR;12682;484
7109000;BE;10646;706
2013000;DE;7702;3276
8055090;NL;32731;1378
3028410;GR;9416;1826
3025110;DK;1679;6641
8052200;ES;6544;8854
2013000;IE;10594;8081
4090000;HU;10577;2573
4051030;DE;10751;7403
3049100;ES;10620;677
8045000;NL;139745;6708
2031110;DE;10593;4258
3038410;NL;10570;2165
1031000;NL;183928;4135
7020000;ES;13062;4753
3028990;HR;228276;7989
3028410;GR;61637;8893
3074338;GR;10528;2165
2031110;HU;12207;1354
8045000;ES;13105;1378
4061030;FR;11146;10593
3028180;HR;10558;3035
3023519;GR;10598;10110
2013000;DK;10912;1065
3074331;NL;83112;3928
8132000;FR;10656;519
3063100;FR;14975;1604
3028990;NL;19511;7763
7032000;FR;1424;7399
7019090;FR;10507;7497
2012030;DE;10640;6617
3063210;FR;25214;294
3044500;ES;22272;10677
2012050;PL;10669;1103
2011000;NL;6939;6127
7095600;ES;10671;3445
6029099;NL;12352;6929
3028950;FR;10750;7415
3038190;ES;6868;44
3074220;FR;3224;9312
8093090;ES;11015;1706
2061098;NL;10060;9441
3024700;ES;11029;1635
4069023;DE;112357;10345
2032955;ES;2654;6284
3082100;FR;13310;1304
3024400;ES;10178;10677
3082100;ES;12758;8146
7032000;FR;10526;582
3028410;GR;10448;4776
3075200;ES;24785;6268
2013000;NL;10528;10152
2074120;FR;10469;307
3024310;ES;11215;5858
7095200;RO;29848;10024
3047415;ES;7711;8587
7102200;BE;20897;8828
8042090;GR;18198;6980
4032013;AT;7032;3995
3061210;ES;10527;5198
2042300;DE;7402;2422
2012090;ES;10613;55
4069013;DE;10291;677
2013000;IE;10521;681
3044300;NL;98720;8275
6029050;ES;378;3470
3028950;ES;11086;9246
3075200;PT;3301;3928
2042210;FR;5265;481
4032011;GR;228813;3287
2031915;DE;7773;1129
8044000;ES;2278;8658
2062100;NL;10579;1806
3028410;GR;10383;5302
7109000;BE;11892;4556
8052200;ES;10359;2192
4090000;DE;32749;6102
2013000;DE;10354;5892
3024700;ES;10364;8134
2012090;IE;13040;6721
4022118;DE;13883;2441
4069021;FR;10457;5886
6024000;NL;10330;8306
3047190;ES;10341;1507
6029050;NL;10486;9690
3021400;DK;10196;3738
3044500;ES;57227;7763
7108095;BE;390;4383
3074335;ES;10366;2899
2012050;PL;10450;10331
6029030;ES;10302;1998
2012050;SI;10333;1078
